Contig	Gene	Length	Gene id	function	Hit	Contig	Gene	Gene id	percent identity 1587.866	function
604	682	42	fig|1587.865.peg.682	Transposase	bi	604	682	fig|1587.866.peg.682	100	Transposase
605	683	41	fig|1587.865.peg.683	Mobile element protein	bi	605	683	fig|1587.866.peg.683	100	Mobile element protein
606	684	49	fig|1587.865.peg.684	FIG00744915: hypothetical protein	bi	606	684	fig|1587.866.peg.684	100	FIG00744915: hypothetical protein
607	685	66	fig|1587.865.peg.685	Transposase	bi	607	685	fig|1587.866.peg.685	100	Transposase
608	686	46	fig|1587.865.peg.686	Mobile element protein	bi	608	686	fig|1587.866.peg.686	100	Mobile element protein
609	687	30	fig|1587.865.peg.687	Mobile element protein	bi	609	687	fig|1587.866.peg.687	100	Mobile element protein
610	688	28	fig|1587.865.peg.688	Mobile element protein	bi	610	688	fig|1587.866.peg.688	100	Mobile element protein
611	689	42	fig|1587.865.peg.689	Mobile element protein	bi	611	689	fig|1587.866.peg.689	100	Mobile element protein
612	690	27	fig|1587.865.peg.690	Mobile element protein	uni	612	690	fig|1587.866.peg.690	100	Mobile element protein
613	691	39	fig|1587.865.peg.691	Mobile element protein	bi	613	691	fig|1587.866.peg.691	100	Mobile element protein
614	692	34	fig|1587.865.peg.692	Mobile element protein	bi	614	692	fig|1587.866.peg.692	100	Mobile element protein
615	693	43	fig|1587.865.peg.693	Mobile element protein	bi	615	693	fig|1587.866.peg.693	100	Mobile element protein
616	694	24	fig|1587.865.peg.694	Mobile element protein	bi	616	694	fig|1587.866.peg.694	100	Mobile element protein
617	695	27	fig|1587.865.peg.695	Mobile element protein	uni	518	557	fig|1587.866.peg.557	100	Mobile element protein
618	696	55	fig|1587.865.peg.696	Mobile element protein	bi	618	696	fig|1587.866.peg.696	100	Mobile element protein
619	697	28	fig|1587.865.peg.697	hypothetical protein	bi	619	697	fig|1587.866.peg.697	100	hypothetical protein
620	698	42	fig|1587.865.peg.698	Mobile element protein	bi	620	698	fig|1587.866.peg.698	100	Mobile element protein
621	699	27	fig|1587.865.peg.699	Mobile element protein	bi	621	699	fig|1587.866.peg.699	100	Mobile element protein
622	700	39	fig|1587.865.peg.700	hypothetical protein	bi	622	700	fig|1587.866.peg.700	100	hypothetical protein
623	701	60	fig|1587.865.peg.701	Mobile element protein	bi	623	701	fig|1587.866.peg.701	100	Mobile element protein
624	702	78	fig|1587.865.peg.702	Mobile element protein	bi	624	702	fig|1587.866.peg.702	100	Mobile element protein
625	703	41	fig|1587.865.peg.703	Mobile element protein	bi	625	703	fig|1587.866.peg.703	100	Mobile element protein
626	704	74	fig|1587.865.peg.704	Mobile element protein	bi	626	704	fig|1587.866.peg.704	100	Mobile element protein
627	705	38	fig|1587.865.peg.705	Mobile element protein	bi	627	705	fig|1587.866.peg.705	100	Mobile element protein
628	706	26	fig|1587.865.peg.706	Mobile element protein	uni	628	706	fig|1587.866.peg.706	100	Mobile element protein
629	707	27	fig|1587.865.peg.707	hypothetical protein	bi	629	707	fig|1587.866.peg.707	100	hypothetical protein
630	708	42	fig|1587.865.peg.708	Transposase	bi	630	708	fig|1587.866.peg.708	100	Transposase
631	709	130	fig|1587.865.peg.709	hypothetical protein	bi	631	709	fig|1587.866.peg.709	100	hypothetical protein
631	710	40	fig|1587.865.peg.710	hypothetical protein	bi	631	710	fig|1587.866.peg.710	100	hypothetical protein
631	711	32	fig|1587.865.peg.711	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	bi	631	711	fig|1587.866.peg.711	100	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)
631	712	59	fig|1587.865.peg.712	hypothetical protein	bi	631	712	fig|1587.866.peg.712	100	hypothetical protein
631	713	300	fig|1587.865.peg.713	hypothetical protein	bi	631	713	fig|1587.866.peg.713	100	hypothetical protein
631	714	298	fig|1587.865.peg.714	ABC transporter ATP-binding/membrane spanning protein - multidrug resistance	bi	631	714	fig|1587.866.peg.714	100	ABC transporter ATP-binding/membrane spanning protein - multidrug resistance
632	715	40	fig|1587.865.peg.715	Mobile element protein	bi	632	715	fig|1587.866.peg.715	100	Mobile element protein
633	716	30	fig|1587.865.peg.716	Mobile element protein	bi	633	716	fig|1587.866.peg.716	100	Mobile element protein
634	717	22	fig|1587.865.peg.717	Mobile element protein	uni	634	717	fig|1587.866.peg.717	100	Mobile element protein
635	718	104	fig|1587.865.peg.718	Mobile element protein	bi	635	718	fig|1587.866.peg.718	100	Mobile element protein
636	719	42	fig|1587.865.peg.719	Mobile element protein	bi	636	719	fig|1587.866.peg.719	100	Mobile element protein
637	720	76	fig|1587.865.peg.720	Transposase	bi	637	720	fig|1587.866.peg.720	100	Transposase
638	721	41	fig|1587.865.peg.721	Transposase, IS4 family	bi	638	721	fig|1587.866.peg.721	100	Transposase, IS4 family
639	722	29	fig|1587.865.peg.722	Mobile element protein	bi	639	722	fig|1587.866.peg.722	100	Mobile element protein
640	723	30	fig|1587.865.peg.723	Mobile element protein	bi	640	723	fig|1587.866.peg.723	100	Mobile element protein
641	724	60	fig|1587.865.peg.724	Mobile element protein	bi	641	724	fig|1587.866.peg.724	100	Mobile element protein
642	725	41	fig|1587.865.peg.725	hypothetical protein	bi	642	725	fig|1587.866.peg.725	100	hypothetical protein
643	726	29	fig|1587.865.peg.726	Mobile element protein	bi	643	726	fig|1587.866.peg.726	100	Mobile element protein
644	727	42	fig|1587.865.peg.727	Mobile element protein	bi	644	727	fig|1587.866.peg.727	100	Mobile element protein
645	728	29	fig|1587.865.peg.728	Mobile element protein	bi	645	728	fig|1587.866.peg.728	100	Mobile element protein
646	729	45	fig|1587.865.peg.729	Mobile element protein	bi	646	729	fig|1587.866.peg.729	100	Mobile element protein
647	730	41	fig|1587.865.peg.730	Mobile element protein	bi	647	730	fig|1587.866.peg.730	100	Mobile element protein
648	731	42	fig|1587.865.peg.731	Mobile element protein	bi	648	731	fig|1587.866.peg.731	100	Mobile element protein
649	732	69	fig|1587.865.peg.732	Mobile element protein	bi	649	732	fig|1587.866.peg.732	100	Mobile element protein
650	733	70	fig|1587.865.peg.733	Mobile element protein	bi	650	733	fig|1587.866.peg.733	100	Mobile element protein
651	734	27	fig|1587.865.peg.734	Mobile element protein	bi	651	734	fig|1587.866.peg.734	100	Mobile element protein
652	735	55	fig|1587.865.peg.735	Mobile element protein	bi	652	735	fig|1587.866.peg.735	100	Mobile element protein
653	736	40	fig|1587.865.peg.736	hypothetical protein	bi	653	736	fig|1587.866.peg.736	100	hypothetical protein
654	737	35	fig|1587.865.peg.737	hypothetical protein	bi	654	737	fig|1587.866.peg.737	100	hypothetical protein
655	738	41	fig|1587.865.peg.738	Mobile element protein	bi	655	738	fig|1587.866.peg.738	100	Mobile element protein
656	739	45	fig|1587.865.peg.739	Mobile element protein	bi	656	739	fig|1587.866.peg.739	100	Mobile element protein
656	740	28	fig|1587.865.peg.740	Mobile element protein	bi	656	740	fig|1587.866.peg.740	100	Mobile element protein
657	741	41	fig|1587.865.peg.741	Mobile element protein	bi	657	741	fig|1587.866.peg.741	100	Mobile element protein
658	742	24	fig|1587.865.peg.742	Mobile element protein	bi	658	742	fig|1587.866.peg.742	100	Mobile element protein
659	743	40	fig|1587.865.peg.743	Mobile element protein	bi	659	743	fig|1587.866.peg.743	100	Mobile element protein
660	744	49	fig|1587.865.peg.744	Mobile element protein	bi	660	744	fig|1587.866.peg.744	100	Mobile element protein
661	745	47	fig|1587.865.peg.745	Mobile element protein	bi	661	745	fig|1587.866.peg.745	100	Mobile element protein
662	746	61	fig|1587.865.peg.746	Mobile element protein	bi	662	746	fig|1587.866.peg.746	100	Mobile element protein
663	747	24	fig|1587.865.peg.747	hypothetical protein	bi	663	747	fig|1587.866.peg.747	100	hypothetical protein
664	748	22	fig|1587.865.peg.748	hypothetical protein	uni	664	748	fig|1587.866.peg.748	100	hypothetical protein
665	749	42	fig|1587.865.peg.749	Transposase, IS4 family	bi	665	749	fig|1587.866.peg.749	100	Transposase, IS4 family
666	750	22	fig|1587.865.peg.750	Transposase	uni	11	11	fig|1587.866.peg.11	100	Transposase
667	751	27	fig|1587.865.peg.751	Mobile element protein	uni	483	518	fig|1587.866.peg.518	100	Mobile element protein
668	752	27	fig|1587.865.peg.752	Mobile element protein	bi	668	752	fig|1587.866.peg.752	100	Mobile element protein
669	753	41	fig|1587.865.peg.753	Mobile element protein	bi	669	753	fig|1587.866.peg.753	100	Mobile element protein
670	754	22	fig|1587.865.peg.754	hypothetical protein	uni	670	754	fig|1587.866.peg.754	100	hypothetical protein
671	755	46	fig|1587.865.peg.755	Mobile element protein	bi	671	755	fig|1587.866.peg.755	100	Mobile element protein
672	756	24	fig|1587.865.peg.756	Mobile element protein	bi	672	756	fig|1587.866.peg.756	100	Mobile element protein
673	757	42	fig|1587.865.peg.757	hypothetical protein	bi	673	757	fig|1587.866.peg.757	100	hypothetical protein
674	758	24	fig|1587.865.peg.758	Mobile element protein	-	 		 	0	 
675	759	39	fig|1587.865.peg.759	hypothetical protein	bi	675	759	fig|1587.866.peg.759	100	hypothetical protein
675	760	78	fig|1587.865.peg.760	hypothetical protein	bi	675	760	fig|1587.866.peg.760	100	hypothetical protein
675	761	75	fig|1587.865.peg.761	hypothetical protein	bi	675	761	fig|1587.866.peg.761	100	hypothetical protein
675	762	91	fig|1587.865.peg.762	hypothetical protein	bi	675	762	fig|1587.866.peg.762	100	hypothetical protein
675	763	109	fig|1587.865.peg.763	phage/plasmid primase, P4 family	bi	675	763	fig|1587.866.peg.763	100	phage/plasmid primase, P4 family
676	764	42	fig|1587.865.peg.764	Mobile element protein	bi	676	764	fig|1587.866.peg.764	100	Mobile element protein
677	765	39	fig|1587.865.peg.765	Transposase	bi	677	765	fig|1587.866.peg.765	100	Transposase
678	766	25	fig|1587.865.peg.766	hypothetical protein	uni	338	361	fig|1587.866.peg.361	100	hypothetical protein
679	767	27	fig|1587.865.peg.767	Mobile element protein	bi	679	767	fig|1587.866.peg.767	100	Mobile element protein
680	768	42	fig|1587.865.peg.768	FIG00744915: hypothetical protein	bi	680	768	fig|1587.866.peg.768	100	FIG00744915: hypothetical protein
681	769	74	fig|1587.865.peg.769	Mobile element protein	bi	681	769	fig|1587.866.peg.769	100	Mobile element protein
682	770	36	fig|1587.865.peg.770	Mobile element protein	bi	682	770	fig|1587.866.peg.770	100	Mobile element protein
683	771	41	fig|1587.865.peg.771	Mobile element protein	bi	683	771	fig|1587.866.peg.771	100	Mobile element protein
684	772	137	fig|1587.865.peg.772	Mobile element protein	bi	684	772	fig|1587.866.peg.772	100	Mobile element protein
685	773	47	fig|1587.865.peg.773	Hypothetical cytosolic protein	bi	685	773	fig|1587.866.peg.773	100	Hypothetical cytosolic protein
686	774	25	fig|1587.865.peg.774	hypothetical protein	bi	686	774	fig|1587.866.peg.774	100	hypothetical protein
687	775	40	fig|1587.865.peg.775	Mobile element protein	bi	687	775	fig|1587.866.peg.775	100	Mobile element protein
688	776	29	fig|1587.865.peg.776	Mobile element protein	bi	688	776	fig|1587.866.peg.776	100	Mobile element protein
689	777	27	fig|1587.865.peg.777	Mobile element protein	bi	689	777	fig|1587.866.peg.777	100	Mobile element protein
690	778	32	fig|1587.865.peg.778	Mobile element protein	bi	690	778	fig|1587.866.peg.778	100	Mobile element protein
691	779	50	fig|1587.865.peg.779	Mobile element protein	bi	691	779	fig|1587.866.peg.779	100	Mobile element protein
692	780	47	fig|1587.865.peg.780	Mobile element protein	bi	692	780	fig|1587.866.peg.780	100	Mobile element protein
693	781	24	fig|1587.865.peg.781	Transposase	-	 		 	0	 
694	782	45	fig|1587.865.peg.782	Mobile element protein	bi	694	782	fig|1587.866.peg.782	100	Mobile element protein
695	783	23	fig|1587.865.peg.783	hypothetical protein	bi	695	783	fig|1587.866.peg.783	100	hypothetical protein
696	784	44	fig|1587.865.peg.784	Transposase	bi	696	784	fig|1587.866.peg.784	100	Transposase
697	785	24	fig|1587.865.peg.785	Mobile element protein	bi	697	785	fig|1587.866.peg.785	100	Mobile element protein
698	786	42	fig|1587.865.peg.786	Mobile element protein	bi	698	786	fig|1587.866.peg.786	100	Mobile element protein
699	787	37	fig|1587.865.peg.787	hypothetical protein	bi	699	787	fig|1587.866.peg.787	100	hypothetical protein
700	788	25	fig|1587.865.peg.788	Mobile element protein	bi	700	788	fig|1587.866.peg.788	100	Mobile element protein
701	789	31	fig|1587.865.peg.789	Mobile element protein	uni	701	789	fig|1587.866.peg.789	100	Mobile element protein
702	790	113	fig|1587.865.peg.790	Transposase, IS4 family	bi	702	790	fig|1587.866.peg.790	100	Transposase, IS4 family
703	791	33	fig|1587.865.peg.791	Mobile element protein	bi	703	791	fig|1587.866.peg.791	100	Mobile element protein
704	792	75	fig|1587.865.peg.792	FIG01117195: hypothetical protein	bi	704	792	fig|1587.866.peg.792	100	FIG01117195: hypothetical protein
705	793	41	fig|1587.865.peg.793	Mobile element protein	bi	705	793	fig|1587.866.peg.793	100	Mobile element protein
706	794	42	fig|1587.865.peg.794	Mobile element protein	bi	706	794	fig|1587.866.peg.794	100	Mobile element protein
707	795	41	fig|1587.865.peg.795	Transposase, IS4 family	bi	707	795	fig|1587.866.peg.795	100	Transposase, IS4 family
708	796	26	fig|1587.865.peg.796	hypothetical protein	bi	708	796	fig|1587.866.peg.796	100	hypothetical protein
709	797	46	fig|1587.865.peg.797	Mobile element protein	bi	709	797	fig|1587.866.peg.797	100	Mobile element protein
710	798	42	fig|1587.865.peg.798	Mobile element protein	bi	710	798	fig|1587.866.peg.798	100	Mobile element protein
711	799	26	fig|1587.865.peg.799	Mobile element protein	bi	711	799	fig|1587.866.peg.799	100	Mobile element protein
712	800	57	fig|1587.865.peg.800	Mobile element protein	bi	712	800	fig|1587.866.peg.800	100	Mobile element protein
713	801	39	fig|1587.865.peg.801	Mobile element protein	bi	713	801	fig|1587.866.peg.801	100	Mobile element protein
714	802	40	fig|1587.865.peg.802	Mobile element protein	bi	714	802	fig|1587.866.peg.802	100	Mobile element protein
715	803	42	fig|1587.865.peg.803	Mobile element protein	bi	715	803	fig|1587.866.peg.803	100	Mobile element protein
716	804	76	fig|1587.865.peg.804	Mobile element protein	bi	716	804	fig|1587.866.peg.804	100	Mobile element protein
717	805	24	fig|1587.865.peg.805	hypothetical protein	bi	717	805	fig|1587.866.peg.805	100	hypothetical protein
718	806	22	fig|1587.865.peg.806	Mobile element protein	bi	718	806	fig|1587.866.peg.806	100	Mobile element protein
719	807	32	fig|1587.865.peg.807	Mobile element protein	bi	719	807	fig|1587.866.peg.807	100	Mobile element protein
720	808	29	fig|1587.865.peg.808	Mobile element protein	uni	720	808	fig|1587.866.peg.808	100	Mobile element protein
721	809	37	fig|1587.865.peg.809	hypothetical protein	bi	721	809	fig|1587.866.peg.809	100	hypothetical protein
722	810	45	fig|1587.865.peg.810	Mobile element protein	bi	722	810	fig|1587.866.peg.810	100	Mobile element protein
723	811	42	fig|1587.865.peg.811	Mobile element protein	bi	723	811	fig|1587.866.peg.811	100	Mobile element protein
724	812	42	fig|1587.865.peg.812	Mobile element protein	bi	724	812	fig|1587.866.peg.812	100	Mobile element protein
725	813	42	fig|1587.865.peg.813	hypothetical protein	bi	725	813	fig|1587.866.peg.813	100	hypothetical protein
725	814	42	fig|1587.865.peg.814	hypothetical protein	bi	725	814	fig|1587.866.peg.814	100	hypothetical protein
725	815	53	fig|1587.865.peg.815	hypothetical protein	bi	725	815	fig|1587.866.peg.815	100	hypothetical protein
726	816	43	fig|1587.865.peg.816	Transposase, IS30 family	bi	726	816	fig|1587.866.peg.816	100	Transposase, IS30 family
727	817	41	fig|1587.865.peg.817	Mobile element protein	bi	727	817	fig|1587.866.peg.817	100	Mobile element protein
728	818	22	fig|1587.865.peg.818	hypothetical protein	bi	728	818	fig|1587.866.peg.818	100	hypothetical protein
729	819	25	fig|1587.865.peg.819	Mobile element protein	bi	729	819	fig|1587.866.peg.819	100	Mobile element protein
730	820	61	fig|1587.865.peg.820	Mobile element protein	bi	730	820	fig|1587.866.peg.820	100	Mobile element protein
731	821	41	fig|1587.865.peg.821	Mobile element protein	bi	731	821	fig|1587.866.peg.821	100	Mobile element protein
732	822	22	fig|1587.865.peg.822	Transposase	uni	732	822	fig|1587.866.peg.822	100	Transposase
733	823	44	fig|1587.865.peg.823	Mobile element protein	uni	733	823	fig|1587.866.peg.823	100	Mobile element protein
734	824	101	fig|1587.865.peg.824	Mobile element protein	bi	734	824	fig|1587.866.peg.824	100	Mobile element protein
735	825	45	fig|1587.865.peg.825	Mobile element protein	bi	735	825	fig|1587.866.peg.825	100	Mobile element protein
736	826	150	fig|1587.865.peg.826	Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)	bi	736	826	fig|1587.866.peg.826	100	Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)
737	827	92	fig|1587.865.peg.827	Putative transposase InsK for insertion sequence element IS150	bi	737	827	fig|1587.866.peg.827	100	Putative transposase InsK for insertion sequence element IS150
738	828	66	fig|1587.865.peg.828	Transposase	bi	738	828	fig|1587.866.peg.828	100	Transposase
739	829	22	fig|1587.865.peg.829	Mobile element protein	uni	739	829	fig|1587.866.peg.829	100	Mobile element protein
740	830	29	fig|1587.865.peg.830	Transposase	uni	49	49	fig|1587.866.peg.49	100	Transposase
741	831	48	fig|1587.865.peg.831	Mobile element protein	bi	741	831	fig|1587.866.peg.831	100	Mobile element protein
742	832	42	fig|1587.865.peg.832	Transposase	bi	742	832	fig|1587.866.peg.832	100	Transposase
743	833	29	fig|1587.865.peg.833	ABC transporter, ATP-binding protein	bi	743	833	fig|1587.866.peg.833	100	ABC transporter, ATP-binding protein
744	834	42	fig|1587.865.peg.834	Mobile element protein	bi	744	834	fig|1587.866.peg.834	100	Mobile element protein
745	835	42	fig|1587.865.peg.835	Mobile element protein	bi	745	835	fig|1587.866.peg.835	100	Mobile element protein
746	836	26	fig|1587.865.peg.836	Mobile element protein	bi	746	836	fig|1587.866.peg.836	100	Mobile element protein
747	837	41	fig|1587.865.peg.837	Mobile element protein	bi	747	837	fig|1587.866.peg.837	100	Mobile element protein
748	838	37	fig|1587.865.peg.838	hypothetical protein	bi	748	838	fig|1587.866.peg.838	100	hypothetical protein
749	839	42	fig|1587.865.peg.839	Mobile element protein	bi	749	839	fig|1587.866.peg.839	100	Mobile element protein
750	840	69	fig|1587.865.peg.840	Mobile element protein	bi	750	840	fig|1587.866.peg.840	100	Mobile element protein
751	841	40	fig|1587.865.peg.841	hypothetical protein	bi	751	841	fig|1587.866.peg.841	100	hypothetical protein
752	842	48	fig|1587.865.peg.842	Mobile element protein	bi	752	842	fig|1587.866.peg.842	100	Mobile element protein
753	843	41	fig|1587.865.peg.843	Mobile element protein	bi	753	843	fig|1587.866.peg.843	100	Mobile element protein
754	844	134	fig|1587.865.peg.844	hypothetical protein	bi	754	844	fig|1587.866.peg.844	100	hypothetical protein
754	845	38	fig|1587.865.peg.845	hypothetical protein	bi	754	845	fig|1587.866.peg.845	100	hypothetical protein
754	846	53	fig|1587.865.peg.846	hypothetical protein	bi	754	846	fig|1587.866.peg.846	100	hypothetical protein
754	847	85	fig|1587.865.peg.847	hypothetical protein	bi	754	847	fig|1587.866.peg.847	100	hypothetical protein
754	848	267	fig|1587.865.peg.848	hypothetical protein	bi	754	848	fig|1587.866.peg.848	100	hypothetical protein
755	849	41	fig|1587.865.peg.849	Mobile element protein	bi	755	849	fig|1587.866.peg.849	100	Mobile element protein
756	850	68	fig|1587.865.peg.850	Mobile element protein	bi	756	850	fig|1587.866.peg.850	100	Mobile element protein
757	851	85	fig|1587.865.peg.851	Mobile element protein	bi	757	851	fig|1587.866.peg.851	100	Mobile element protein
758	852	22	fig|1587.865.peg.852	Mobile element protein	uni	758	852	fig|1587.866.peg.852	100	Mobile element protein
759	853	42	fig|1587.865.peg.853	Mobile element protein	bi	759	853	fig|1587.866.peg.853	100	Mobile element protein
760	854	67	fig|1587.865.peg.854	Transposase, IS30 family	bi	760	854	fig|1587.866.peg.854	100	Transposase, IS30 family
761	855	41	fig|1587.865.peg.855	Mobile element protein	bi	761	855	fig|1587.866.peg.855	100	Mobile element protein
762	856	28	fig|1587.865.peg.856	Transposase	uni	762	856	fig|1587.866.peg.856	100	Transposase
763	857	42	fig|1587.865.peg.857	Mobile element protein	bi	763	857	fig|1587.866.peg.857	100	Mobile element protein
764	858	42	fig|1587.865.peg.858	Mobile element protein	bi	764	858	fig|1587.866.peg.858	100	Mobile element protein
765	859	28	fig|1587.865.peg.859	Mobile element protein	bi	765	859	fig|1587.866.peg.859	100	Mobile element protein
766	860	27	fig|1587.865.peg.860	Mobile element protein	bi	766	860	fig|1587.866.peg.860	100	Mobile element protein
767	861	29	fig|1587.865.peg.861	Transposase	uni	767	861	fig|1587.866.peg.861	100	Transposase
768	862	35	fig|1587.865.peg.862	Mobile element protein	bi	768	862	fig|1587.866.peg.862	100	Mobile element protein
769	863	22	fig|1587.865.peg.863	Mobile element protein	uni	769	863	fig|1587.866.peg.863	100	Mobile element protein
770	864	23	fig|1587.865.peg.864	hypothetical protein	bi	770	864	fig|1587.866.peg.864	100	hypothetical protein
771	865	24	fig|1587.865.peg.865	Mobile element protein	uni	771	865	fig|1587.866.peg.865	100	Mobile element protein
772	866	118	fig|1587.865.peg.866	Transposase, IS30 family	bi	772	866	fig|1587.866.peg.866	100	Transposase, IS30 family
773	867	63	fig|1587.865.peg.867	Mobile element protein	bi	773	867	fig|1587.866.peg.867	100	Mobile element protein
774	868	48	fig|1587.865.peg.868	Mobile element protein	bi	774	868	fig|1587.866.peg.868	100	Mobile element protein
775	869	52	fig|1587.865.peg.869	Mobile element protein	bi	775	869	fig|1587.866.peg.869	100	Mobile element protein
776	870	48	fig|1587.865.peg.870	Mobile element protein	bi	776	870	fig|1587.866.peg.870	100	Mobile element protein
777	871	51	fig|1587.865.peg.871	Mobile element protein	bi	777	871	fig|1587.866.peg.871	100	Mobile element protein
778	872	42	fig|1587.865.peg.872	hypothetical protein	bi	778	872	fig|1587.866.peg.872	100	hypothetical protein
779	873	25	fig|1587.865.peg.873	Mobile element protein	bi	779	873	fig|1587.866.peg.873	100	Mobile element protein
780	874	41	fig|1587.865.peg.874	Mobile element protein	bi	780	874	fig|1587.866.peg.874	100	Mobile element protein
781	875	42	fig|1587.865.peg.875	Mobile element protein	bi	781	875	fig|1587.866.peg.875	100	Mobile element protein
782	876	54	fig|1587.865.peg.876	Mobile element protein	bi	782	876	fig|1587.866.peg.876	100	Mobile element protein
783	877	41	fig|1587.865.peg.877	Mobile element protein	bi	783	877	fig|1587.866.peg.877	100	Mobile element protein
784	878	26	fig|1587.865.peg.878	Mobile element protein	bi	784	878	fig|1587.866.peg.878	100	Mobile element protein
785	879	25	fig|1587.865.peg.879	Mobile element protein	bi	785	879	fig|1587.866.peg.879	100	Mobile element protein
786	880	24	fig|1587.865.peg.880	hypothetical protein	bi	786	880	fig|1587.866.peg.880	100	hypothetical protein
787	881	42	fig|1587.865.peg.881	Mobile element protein	bi	787	881	fig|1587.866.peg.881	100	Mobile element protein
788	882	62	fig|1587.865.peg.882	Mobile element protein	bi	788	882	fig|1587.866.peg.882	100	Mobile element protein
789	883	68	fig|1587.865.peg.883	Streptococcal hemagglutinin protein	bi	789	883	fig|1587.866.peg.883	100	Streptococcal hemagglutinin protein
790	884	28	fig|1587.865.peg.884	hypothetical protein	bi	790	884	fig|1587.866.peg.884	100	hypothetical protein
791	885	45	fig|1587.865.peg.885	Mobile element protein	bi	791	885	fig|1587.866.peg.885	100	Mobile element protein
792	886	22	fig|1587.865.peg.886	Transposase	uni	792	886	fig|1587.866.peg.886	100	Transposase
793	887	55	fig|1587.865.peg.887	Mobile element protein	bi	793	887	fig|1587.866.peg.887	100	Mobile element protein
794	888	42	fig|1587.865.peg.888	Mobile element protein	bi	794	888	fig|1587.866.peg.888	100	Mobile element protein
795	889	42	fig|1587.865.peg.889	Transposase, IS4 family	bi	795	889	fig|1587.866.peg.889	100	Transposase, IS4 family
796	890	41	fig|1587.865.peg.890	Mobile element protein	bi	796	890	fig|1587.866.peg.890	100	Mobile element protein
797	891	28	fig|1587.865.peg.891	Mobile element protein	uni	797	891	fig|1587.866.peg.891	100	Mobile element protein
798	892	77	fig|1587.865.peg.892	Mobile element protein	bi	798	892	fig|1587.866.peg.892	100	Mobile element protein
799	893	57	fig|1587.865.peg.893	hypothetical protein	bi	799	893	fig|1587.866.peg.893	100	hypothetical protein
800	894	42	fig|1587.865.peg.894	Mobile element protein	bi	800	894	fig|1587.866.peg.894	100	Mobile element protein
801	895	36	fig|1587.865.peg.895	Mobile element protein	bi	801	895	fig|1587.866.peg.895	100	Mobile element protein
802	896	37	fig|1587.865.peg.896	Mobile element protein	bi	802	896	fig|1587.866.peg.896	100	Mobile element protein
803	897	22	fig|1587.865.peg.897	Mobile element protein	uni	19	19	fig|1587.866.peg.19	100	Mobile element protein
804	898	26	fig|1587.865.peg.898	Mobile element protein	uni	804	898	fig|1587.866.peg.898	100	Mobile element protein
805	899	41	fig|1587.865.peg.899	Mobile element protein	bi	805	899	fig|1587.866.peg.899	100	Mobile element protein
806	900	55	fig|1587.865.peg.900	Mobile element protein	bi	806	900	fig|1587.866.peg.900	100	Mobile element protein
807	901	84	fig|1587.865.peg.901	Mobile element protein	bi	807	901	fig|1587.866.peg.901	100	Mobile element protein
808	902	60	fig|1587.865.peg.902	Mobile element protein	bi	808	902	fig|1587.866.peg.902	100	Mobile element protein
809	903	95	fig|1587.865.peg.903	Mobile element protein	bi	809	903	fig|1587.866.peg.903	100	Mobile element protein
810	904	32	fig|1587.865.peg.904	Mobile element protein	uni	19	19	fig|1587.866.peg.19	100	Mobile element protein
811	905	68	fig|1587.865.peg.905	Mobile element protein	bi	811	905	fig|1587.866.peg.905	100	Mobile element protein
812	906	39	fig|1587.865.peg.906	Mobile element protein	bi	812	906	fig|1587.866.peg.906	100	Mobile element protein
813	907	41	fig|1587.865.peg.907	Mobile element protein	bi	813	907	fig|1587.866.peg.907	100	Mobile element protein
814	908	51	fig|1587.865.peg.908	Mobile element protein	bi	814	908	fig|1587.866.peg.908	100	Mobile element protein
815	909	35	fig|1587.865.peg.909	Mobile element protein	bi	815	909	fig|1587.866.peg.909	100	Mobile element protein
816	910	34	fig|1587.865.peg.910	Mobile element protein	bi	816	910	fig|1587.866.peg.910	100	Mobile element protein
817	911	40	fig|1587.865.peg.911	Mobile element protein	bi	817	911	fig|1587.866.peg.911	100	Mobile element protein
818	912	78	fig|1587.865.peg.912	Mobile element protein	bi	818	912	fig|1587.866.peg.912	100	Mobile element protein
818	913	1008	fig|1587.865.peg.913	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	bi	818	913	fig|1587.866.peg.913	100	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)
819	914	340	fig|1587.865.peg.914	Mobile element protein	bi	819	914	fig|1587.866.peg.914	100	Mobile element protein
820	915	22	fig|1587.865.peg.915	hypothetical protein	bi	820	915	fig|1587.866.peg.915	100	hypothetical protein
821	916	41	fig|1587.865.peg.916	Putative transposase InsK for insertion sequence element IS150	bi	821	916	fig|1587.866.peg.916	100	Putative transposase InsK for insertion sequence element IS150
822	917	26	fig|1587.865.peg.917	Mobile element protein	uni	822	917	fig|1587.866.peg.917	100	Mobile element protein
823	918	39	fig|1587.865.peg.918	Mobile element protein	bi	823	918	fig|1587.866.peg.918	100	Mobile element protein
824	919	31	fig|1587.865.peg.919	Mobile element protein	bi	824	919	fig|1587.866.peg.919	100	Mobile element protein
