Contig	Gene	Length	Gene id	function	Hit	Contig	Gene	Gene id	percent identity 1587.866	function
1	629	45	fig|1587.864.peg.629	Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)	-	 		 	0	 
1	630	32	fig|1587.864.peg.630	hypothetical protein	bi	930	1689	fig|1587.866.peg.1689	100	hypothetical protein
1	631	530	fig|1587.864.peg.631	hypothetical protein	bi	930	1692	fig|1587.866.peg.1692	99.4	hypothetical protein
1	632	57	fig|1587.864.peg.632	Type I restriction-modification system, specificity subunit S (EC 3.1.21.3)	-	 		 	0	 
1	633	282	fig|1587.864.peg.633	hypothetical protein	-	 		 	0	 
1	634	276	fig|1587.864.peg.634	lipoprotein precursor (putative)	-	 		 	0	 
1	635	36	fig|1587.864.peg.635	Organic hydroperoxide resistance protein	-	 		 	0	 
1	636	320	fig|1587.864.peg.636	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	uni	930	2192	fig|1587.866.peg.2192	30.67	Glyoxylate reductase (EC 1.1.1.79) @ Glyoxylate reductase (EC 1.1.1.26) @ Hydroxypyruvate reductase (EC 1.1.1.81)
1	637	103	fig|1587.864.peg.637	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	-	 		 	0	 
1	638	93	fig|1587.864.peg.638	hypothetical protein	-	 		 	0	 
1	639	122	fig|1587.864.peg.639	N-acetylglucosamine and glucose PTS, EIICBA	-	 		 	0	 
1	640	86	fig|1587.864.peg.640	PTS system, N-acetylglucosamine-specific IIA component (EC 2.7.1.69) / PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69) / PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	-	 		 	0	 
1	641	410	fig|1587.864.peg.641	benzoate MFS transporter BenK	bi	930	1694	fig|1587.866.peg.1694	99.51	benzoate MFS transporter BenK
1	642	625	fig|1587.864.peg.642	5'-nucleotidase (EC 3.1.3.5)	bi	930	1695	fig|1587.866.peg.1695	98.4	5'-nucleotidase (EC 3.1.3.5)
1	643	39	fig|1587.864.peg.643	hypothetical protein	-	 		 	0	 
1	644	542	fig|1587.864.peg.644	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)	bi	930	1697	fig|1587.866.peg.1697	97.6	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)
1	645	402	fig|1587.864.peg.645	Prolidase (EC 3.4.13.9)	bi	930	1698	fig|1587.866.peg.1698	98.49	Prolidase (EC 3.4.13.9)
1	646	136	fig|1587.864.peg.646	FIG00745348: hypothetical protein	bi	930	1700	fig|1587.866.peg.1700	91.8	FIG00745348: hypothetical protein
1	647	84	fig|1587.864.peg.647	hypothetical protein	bi	930	1703	fig|1587.866.peg.1703	95.45	hypothetical protein
1	648	38	fig|1587.864.peg.648	hypothetical protein	bi	930	1704	fig|1587.866.peg.1704	100	hypothetical protein
1	649	389	fig|1587.864.peg.649	Galactokinase (EC 2.7.1.6)	bi	930	1705	fig|1587.866.peg.1705	99.48	Galactokinase (EC 2.7.1.6)
1	650	488	fig|1587.864.peg.650	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	bi	930	1706	fig|1587.866.peg.1706	98.15	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)
1	651	332	fig|1587.864.peg.651	Aldose 1-epimerase (EC 5.1.3.3)	bi	930	1707	fig|1587.866.peg.1707	99.09	Aldose 1-epimerase (EC 5.1.3.3)
1	652	169	fig|1587.864.peg.652	Regulation of D-alanyl-lipoteichoic acid biosynthesis, DltR	bi	930	1712	fig|1587.866.peg.1712	100	Regulation of D-alanyl-lipoteichoic acid biosynthesis, DltR
1	653	269	fig|1587.864.peg.653	Regulation of D-alanyl-lipoteichoic acid biosynthesis, sensor histidine kinase	uni	930	1714	fig|1587.866.peg.1714	94.64	Regulation of D-alanyl-lipoteichoic acid biosynthesis, sensor histidine kinase
1	654	134	fig|1587.864.peg.654	Regulation of D-alanyl-lipoteichoic acid biosynthesis, sensor histidine kinase	bi	930	1714	fig|1587.866.peg.1714	99.25	Regulation of D-alanyl-lipoteichoic acid biosynthesis, sensor histidine kinase
1	655	391	fig|1587.864.peg.655	Uncharacterized MFS-type transporter	bi	930	1715	fig|1587.866.peg.1715	98.46	Uncharacterized MFS-type transporter
1	656	136	fig|1587.864.peg.656	hypothetical protein	bi	930	1716	fig|1587.866.peg.1716	98.52	hypothetical protein
1	657	235	fig|1587.864.peg.657	hypothetical protein	bi	930	1717	fig|1587.866.peg.1717	98.72	hypothetical protein
1	658	262	fig|1587.864.peg.658	hypothetical protein	bi	930	1718	fig|1587.866.peg.1718	98.85	hypothetical protein
1	659	309	fig|1587.864.peg.659	hypothetical protein	bi	930	1719	fig|1587.866.peg.1719	97.08	hypothetical protein
1	660	169	fig|1587.864.peg.660	hypothetical protein	bi	930	1720	fig|1587.866.peg.1720	98.81	hypothetical protein
1	661	484	fig|1587.864.peg.661	hypothetical protein	bi	930	1721	fig|1587.866.peg.1721	98.55	hypothetical protein
1	662	1071	fig|1587.864.peg.662	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	bi	818	913	fig|1587.866.peg.913	27.85	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)
1	663	237	fig|1587.864.peg.663	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	bi	570	614	fig|1587.866.peg.614	29.05	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)
1	664	237	fig|1587.864.peg.664	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	uni	570	614	fig|1587.866.peg.614	27.59	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)
1	665	461	fig|1587.864.peg.665	Type I restriction-modification system, specificity subunit S	-	 		 	0	 
1	666	256	fig|1587.864.peg.666	hypothetical protein	-	 		 	0	 
1	667	1161	fig|1587.864.peg.667	hypothetical protein	uni	684	772	fig|1587.866.peg.772	94.62	Mobile element protein
1	668	582	fig|1587.864.peg.668	Transposase, IS4 family	bi	321	344	fig|1587.866.peg.344	100	Transposase, IS4 family
1	669	59	fig|1587.864.peg.669	FIG00748597: hypothetical protein	bi	930	1679	fig|1587.866.peg.1679	93.1	FIG00748597: hypothetical protein
1	670	89	fig|1587.864.peg.670	Mobile element protein	bi	930	1680	fig|1587.866.peg.1680	100	Mobile element protein
1	671	116	fig|1587.864.peg.671	putative surface protein	uni	930	1577	fig|1587.866.peg.1577	31.62	Putative surface protein
1	672	178	fig|1587.864.peg.672	hypothetical protein	uni	930	1031	fig|1587.866.peg.1031	41.44	hypothetical protein
1	673	33	fig|1587.864.peg.673	hypothetical protein	-	 		 	0	 
1	674	582	fig|1587.864.peg.674	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)	uni	930	1808	fig|1587.866.peg.1808	69.98	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)
1	675	56	fig|1587.864.peg.675	hypothetical protein	-	 		 	0	 
1	676	72	fig|1587.864.peg.676	hypothetical protein	-	 		 	0	 
1	677	78	fig|1587.864.peg.677	hypothetical protein	bi	930	1728	fig|1587.866.peg.1728	59.21	hypothetical protein
1	678	220	fig|1587.864.peg.678	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)	uni	930	1999	fig|1587.866.peg.1999	82.65	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)
1	679	225	fig|1587.864.peg.679	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)	uni	930	1998	fig|1587.866.peg.1998	78.12	ABC transporter, permease protein (cluster 3, basic aa/glutamine/opines)
1	680	247	fig|1587.864.peg.680	ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)	uni	930	1997	fig|1587.866.peg.1997	72.76	ABC transporter, ATP-binding protein (cluster 3, basic aa/glutamine/opines)
1	681	287	fig|1587.864.peg.681	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)	uni	930	1996	fig|1587.866.peg.1996	66.78	ABC transporter, substrate-binding protein (cluster 3, basic aa/glutamine/opines)
1	682	105	fig|1587.864.peg.682	PaaD-like protein (DUF59) involved in Fe-S cluster assembly	bi	930	1736	fig|1587.866.peg.1736	76.92	PaaD-like protein (DUF59) involved in Fe-S cluster assembly
1	683	294	fig|1587.864.peg.683	L-serine dehydratase, alpha subunit (EC 4.3.1.17)	bi	930	1737	fig|1587.866.peg.1737	87.33	L-serine dehydratase, alpha subunit (EC 4.3.1.17)
1	684	221	fig|1587.864.peg.684	L-serine dehydratase, beta subunit (EC 4.3.1.17)	bi	930	1738	fig|1587.866.peg.1738	67.27	L-serine dehydratase, beta subunit (EC 4.3.1.17)
1	685	98	fig|1587.864.peg.685	hypothetical protein	bi	930	1739	fig|1587.866.peg.1739	75.26	hypothetical protein
1	686	343	fig|1587.864.peg.686	Surface protein from Gram-positive cocci, anchor region:PT repeat	-	 		 	0	 
1	687	100	fig|1587.864.peg.687	hypothetical protein	bi	930	1740	fig|1587.866.peg.1740	55.1	hypothetical protein
1	688	411	fig|1587.864.peg.688	hypothetical protein	bi	930	1741	fig|1587.866.peg.1741	84.56	hypothetical protein
1	689	98	fig|1587.864.peg.689	FIG00754671: hypothetical protein	uni	930	1426	fig|1587.866.peg.1426	65.17	FIG00754671: hypothetical protein
1	690	99	fig|1587.864.peg.690	hypothetical protein	-	 		 	0	 
1	691	2877	fig|1587.864.peg.691	Mobile element protein	-	 		 	0	 
1	692	161	fig|1587.864.peg.692	putative Zn-dependent protease	uni	930	2769	fig|1587.866.peg.2769	36.42	hypothetical protein
1	693	444	fig|1587.864.peg.693	Voltage-gated chloride channel family protein	uni	930	3091	fig|1587.866.peg.3091	35.47	Voltage-gated H(+)/2Cl(-) exchange transporter ClcA
1	694	875	fig|1587.864.peg.694	Probable cation-transporting ATPase	bi	930	1742	fig|1587.866.peg.1742	98.28	Probable cation-transporting ATPase
1	695	393	fig|1587.864.peg.695	Voltage-gated chloride channel family protein	uni	930	3091	fig|1587.866.peg.3091	37.57	Voltage-gated H(+)/2Cl(-) exchange transporter ClcA
1	696	208	fig|1587.864.peg.696	Orotate phosphoribosyltransferase (EC 2.4.2.10)	bi	930	1747	fig|1587.866.peg.1747	96.14	Orotate phosphoribosyltransferase (EC 2.4.2.10)
1	697	235	fig|1587.864.peg.697	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	bi	930	1748	fig|1587.866.peg.1748	93.16	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)
1	698	308	fig|1587.864.peg.698	Dihydroorotate dehydrogenase (NAD(+)), catalytic subunit (EC 1.3.1.14)	bi	930	1749	fig|1587.866.peg.1749	95.11	Dihydroorotate dehydrogenase (NAD(+)), catalytic subunit (EC 1.3.1.14)
1	699	181	fig|1587.864.peg.699	Pyrimidine operon regulatory protein PyrR	bi	930	1750	fig|1587.866.peg.1750	96.11	Pyrimidine operon regulatory protein PyrR
1	700	319	fig|1587.864.peg.700	Aspartate carbamoyltransferase (EC 2.1.3.2)	bi	930	1751	fig|1587.866.peg.1751	95.91	Aspartate carbamoyltransferase (EC 2.1.3.2)
1	701	426	fig|1587.864.peg.701	Dihydroorotase (EC 3.5.2.3)	bi	930	1752	fig|1587.866.peg.1752	95.75	Dihydroorotase (EC 3.5.2.3)
1	702	362	fig|1587.864.peg.702	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	bi	930	1753	fig|1587.866.peg.1753	96.68	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)
1	703	1063	fig|1587.864.peg.703	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	bi	930	1754	fig|1587.866.peg.1754	99.53	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
1	704	65	fig|1587.864.peg.704	hypothetical protein	bi	930	1538	fig|1587.866.peg.1538	58.14	hypothetical protein
1	705	206	fig|1587.864.peg.705	conserved hypothetical protein	-	 		 	0	 
1	706	197	fig|1587.864.peg.706	hypothetical protein	uni	930	1756	fig|1587.866.peg.1756	58.91	hypothetical protein
1	707	211	fig|1587.864.peg.707	hypothetical protein	bi	930	1756	fig|1587.866.peg.1756	95.24	hypothetical protein
1	708	356	fig|1587.864.peg.708	Sugar:proton symporter	bi	930	1757	fig|1587.866.peg.1757	97.43	Sugar:proton symporter
1	709	94	fig|1587.864.peg.709	hypothetical protein	bi	930	1758	fig|1587.866.peg.1758	94.62	hypothetical protein
1	710	141	fig|1587.864.peg.710	Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)	bi	930	1759	fig|1587.866.peg.1759	99.29	Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)
1	711	794	fig|1587.864.peg.711	Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11)	bi	930	1760	fig|1587.866.peg.1760	97.48	Xaa-Pro dipeptidyl-peptidase (EC 3.4.14.11)
1	712	201	fig|1587.864.peg.712	hypothetical protein	-	 		 	0	 
1	713	87	fig|1587.864.peg.713	FIG00747714: hypothetical protein	bi	930	1761	fig|1587.866.peg.1761	97.3	FIG00747714: hypothetical protein
1	714	119	fig|1587.864.peg.714	FIG138056: a glutathione-dependent thiol reductase	bi	930	1762	fig|1587.866.peg.1762	99.15	FIG138056: a glutathione-dependent thiol reductase
1	715	299	fig|1587.864.peg.715	Esterase/lipase	bi	930	1763	fig|1587.866.peg.1763	98.32	Esterase/lipase
1	716	402	fig|1587.864.peg.716	Lysin	bi	930	1764	fig|1587.866.peg.1764	94.16	Lysin
1	717	599	fig|1587.864.peg.717	Integral membrane protein	bi	930	1765	fig|1587.866.peg.1765	99.33	Integral membrane protein
1	718	60	fig|1587.864.peg.718	2-hydroxymuconate tautomerase-like protein	bi	930	1766	fig|1587.866.peg.1766	100	2-hydroxymuconate tautomerase-like protein
1	719	221	fig|1587.864.peg.719	hypothetical protein	bi	930	1767	fig|1587.866.peg.1767	98.99	hypothetical protein
1	720	48	fig|1587.864.peg.720	hypothetical protein	-	 		 	0	 
1	721	342	fig|1587.864.peg.721	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	bi	930	1770	fig|1587.866.peg.1770	97.95	Branched-chain amino acid aminotransferase (EC 2.6.1.42)
1	722	456	fig|1587.864.peg.722	hypothetical protein	bi	930	1771	fig|1587.866.peg.1771	98.9	hypothetical protein
1	723	104	fig|1587.864.peg.723	LSU ribosomal protein L21p	bi	930	1772	fig|1587.866.peg.1772	100	LSU ribosomal protein L21p
1	724	97	fig|1587.864.peg.724	LSU ribosomal protein L27p	bi	930	1773	fig|1587.866.peg.1773	98.96	LSU ribosomal protein L27p
1	725	370	fig|1587.864.peg.725	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)	bi	930	1774	fig|1587.866.peg.1774	99.46	Aminopeptidase YpdF (MP-, MA-, MS-, AP-, NP- specific)
1	726	190	fig|1587.864.peg.726	Translation elongation factor P	bi	930	1775	fig|1587.866.peg.1775	98.41	Translation elongation factor P
1	727	142	fig|1587.864.peg.727	Alkaline shock protein	bi	930	1776	fig|1587.866.peg.1776	97.16	Alkaline shock protein
1	728	131	fig|1587.864.peg.728	Transcription termination protein NusB	bi	930	1777	fig|1587.866.peg.1777	99.23	Transcription termination protein NusB
1	729	283	fig|1587.864.peg.729	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	bi	930	1778	fig|1587.866.peg.1778	96.81	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)
1	730	448	fig|1587.864.peg.730	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)	bi	930	1781	fig|1587.866.peg.1781	99.55	Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)
1	731	81	fig|1587.864.peg.731	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)	bi	930	1782	fig|1587.866.peg.1782	97.5	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)
1	732	290	fig|1587.864.peg.732	(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)	bi	930	1783	fig|1587.866.peg.1783	98.27	(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)
1	733	271	fig|1587.864.peg.733	RNA binding methyltransferase FtsJ like	bi	930	1784	fig|1587.866.peg.1784	98.52	RNA binding methyltransferase FtsJ like
1	734	561	fig|1587.864.peg.734	DNA repair protein RecN	bi	930	1785	fig|1587.866.peg.1785	98.39	DNA repair protein RecN
1	735	147	fig|1587.864.peg.735	Lin2984 protein	bi	930	1786	fig|1587.866.peg.1786	97.95	Lin2984 protein
1	736	205	fig|1587.864.peg.736	Guanylate kinase (EC 2.7.4.8)	bi	930	1787	fig|1587.866.peg.1787	95.59	Guanylate kinase (EC 2.7.4.8)
1	737	75	fig|1587.864.peg.737	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	bi	930	1788	fig|1587.866.peg.1788	98.65	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)
1	738	800	fig|1587.864.peg.738	Helicase PriA essential for oriC/DnaA-independent DNA replication	bi	930	1789	fig|1587.866.peg.1789	98.75	Helicase PriA essential for oriC/DnaA-independent DNA replication
1	739	315	fig|1587.864.peg.739	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	bi	930	1790	fig|1587.866.peg.1790	99.04	Methionyl-tRNA formyltransferase (EC 2.1.2.9)
1	740	443	fig|1587.864.peg.740	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)	bi	930	1791	fig|1587.866.peg.1791	98.19	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)
1	741	266	fig|1587.864.peg.741	Protein serine/threonine phosphatase PrpC, regulation of stationary phase	bi	930	1792	fig|1587.866.peg.1792	98.41	Protein serine/threonine phosphatase PrpC, regulation of stationary phase
1	742	672	fig|1587.864.peg.742	Serine/threonine protein kinase PrkC, regulator of stationary phase	bi	930	1793	fig|1587.866.peg.1793	98.96	Serine/threonine protein kinase PrkC, regulator of stationary phase
1	743	297	fig|1587.864.peg.743	Ribosome small subunit biogenesis RbfA-release protein RsgA	bi	930	1794	fig|1587.866.peg.1794	98.99	Ribosome small subunit biogenesis RbfA-release protein RsgA
1	744	217	fig|1587.864.peg.744	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	bi	930	1795	fig|1587.866.peg.1795	97.69	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
1	745	229	fig|1587.864.peg.745	Thiamin pyrophosphokinase (EC 2.7.6.2)	bi	930	1796	fig|1587.866.peg.1796	97.81	Thiamin pyrophosphokinase (EC 2.7.6.2)
1	746	102	fig|1587.864.peg.746	hypothetical protein	bi	930	1797	fig|1587.866.peg.1797	94	hypothetical protein
1	747	62	fig|1587.864.peg.747	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent	bi	930	1798	fig|1587.866.peg.1798	98.36	LSU ribosomal protein L28p @ LSU ribosomal protein L28p, zinc-independent
1	748	121	fig|1587.864.peg.748	FIG001802: Putative alkaline-shock protein	bi	930	1799	fig|1587.866.peg.1799	100	FIG001802: Putative alkaline-shock protein
1	749	554	fig|1587.864.peg.749	Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain	bi	930	1800	fig|1587.866.peg.1800	98.92	Dihydroxyacetone kinase-like protein, phosphatase domain / Dihydroxyacetone kinase-like protein, kinase domain
1	750	677	fig|1587.864.peg.750	ATP-dependent DNA helicase RecG (EC 3.6.4.12)	bi	930	1801	fig|1587.866.peg.1801	98.22	ATP-dependent DNA helicase RecG (EC 3.6.4.12)
1	751	334	fig|1587.864.peg.751	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	bi	930	1802	fig|1587.866.peg.1802	98.5	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)
1	752	81	fig|1587.864.peg.752	Acyl carrier protein	bi	930	1803	fig|1587.866.peg.1803	97.5	Acyl carrier protein
1	753	345	fig|1587.864.peg.753	Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)	bi	930	1804	fig|1587.866.peg.1804	99.42	Oligopeptide ABC transporter, ATP-binding protein OppD (TC 3.A.1.5.1)
1	754	329	fig|1587.864.peg.754	Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)	bi	930	1805	fig|1587.866.peg.1805	99.09	Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)
1	755	320	fig|1587.864.peg.755	Oligopeptide ABC transporter, permease protein OppB (TC 3.A.1.5.1)	bi	930	1806	fig|1587.866.peg.1806	100	Oligopeptide ABC transporter, permease protein OppB (TC 3.A.1.5.1)
1	756	310	fig|1587.864.peg.756	Oligopeptide ABC transporter, permease protein OppC (TC 3.A.1.5.1)	bi	930	1807	fig|1587.866.peg.1807	96.44	Oligopeptide ABC transporter, permease protein OppC (TC 3.A.1.5.1)
1	757	590	fig|1587.864.peg.757	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)	uni	930	1808	fig|1587.866.peg.1808	68.93	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)
1	758	590	fig|1587.864.peg.758	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)	bi	930	1809	fig|1587.866.peg.1809	87.01	Oligopeptide ABC transporter, substrate-binding protein OppA (TC 3.A.1.5.1)
1	759	229	fig|1587.864.peg.759	Ribonuclease III (EC 3.1.26.3)	bi	930	1810	fig|1587.866.peg.1810	100	Ribonuclease III (EC 3.1.26.3)
1	760	1190	fig|1587.864.peg.760	Chromosome partition protein smc	bi	930	1811	fig|1587.866.peg.1811	98.57	Chromosome partition protein smc
1	761	431	fig|1587.864.peg.761	Signal recognition particle receptor FtsY	bi	930	1812	fig|1587.866.peg.1812	98.84	Signal recognition particle receptor FtsY
1	762	474	fig|1587.864.peg.762	Putative dipeptidase	bi	930	1813	fig|1587.866.peg.1813	99.37	Putative dipeptidase
1	763	114	fig|1587.864.peg.763	hypothetical protein	bi	930	1814	fig|1587.866.peg.1814	93.81	hypothetical protein
1	764	46	fig|1587.864.peg.764	hypothetical protein	-	 		 	0	 
1	765	476	fig|1587.864.peg.765	Uncharacterized amino acid permease, GabP family	bi	930	1815	fig|1587.866.peg.1815	98.95	Uncharacterized amino acid permease, GabP family
1	766	114	fig|1587.864.peg.766	Signal recognition particle associated protein	bi	930	1817	fig|1587.866.peg.1817	100	Signal recognition particle associated protein
1	767	477	fig|1587.864.peg.767	Signal recognition particle protein Ffh	bi	930	1818	fig|1587.866.peg.1818	99.58	Signal recognition particle protein Ffh
1	768	91	fig|1587.864.peg.768	SSU ribosomal protein S16p	bi	930	1819	fig|1587.866.peg.1819	100	SSU ribosomal protein S16p
1	769	172	fig|1587.864.peg.769	16S rRNA processing protein RimM	bi	930	1820	fig|1587.866.peg.1820	98.25	16S rRNA processing protein RimM
1	770	240	fig|1587.864.peg.770	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)	bi	930	1821	fig|1587.866.peg.1821	99.16	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)
1	771	116	fig|1587.864.peg.771	LSU ribosomal protein L19p	bi	930	1822	fig|1587.866.peg.1822	99.13	LSU ribosomal protein L19p
1	772	220	fig|1587.864.peg.772	Uracil-DNA glycosylase family protein, clostridial type	bi	930	1823	fig|1587.866.peg.1823	97.72	Uracil-DNA glycosylase family protein, clostridial type
1	773	267	fig|1587.864.peg.773	hypothetical protein	bi	930	1824	fig|1587.866.peg.1824	98.08	hypothetical protein
1	774	209	fig|1587.864.peg.774	SOS-response repressor and protease LexA (EC 3.4.21.88)	bi	930	1825	fig|1587.866.peg.1825	98.56	SOS-response repressor and protease LexA (EC 3.4.21.88)
1	775	88	fig|1587.864.peg.775	hypothetical protein	bi	930	1826	fig|1587.866.peg.1826	98.85	hypothetical protein
1	776	73	fig|1587.864.peg.776	UPF0154 protein YneF	bi	930	1827	fig|1587.866.peg.1827	100	UPF0154 protein YneF
1	777	586	fig|1587.864.peg.777	Efflux ABC transporter, permease/ATP-binding protein MdlA	bi	514	553	fig|1587.866.peg.553	97.53	Efflux ABC transporter, permease/ATP-binding protein MdlA
1	778	598	fig|1587.864.peg.778	Efflux ABC transporter, permease/ATP-binding protein MdlB	bi	930	1829	fig|1587.866.peg.1829	98.49	Efflux ABC transporter, permease/ATP-binding protein MdlB
1	779	648	fig|1587.864.peg.779	endopeptidase O	bi	930	1830	fig|1587.866.peg.1830	99.38	endopeptidase O
1	780	394	fig|1587.864.peg.780	Cyclopropane-fatty-acyl-phospholipid synthase	bi	930	1831	fig|1587.866.peg.1831	96.95	Cyclopropane-fatty-acyl-phospholipid synthase
1	781	205	fig|1587.864.peg.781	Acyl-ACP:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.n4)	bi	930	1832	fig|1587.866.peg.1832	98.04	Acyl-ACP:1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.n4)
1	782	344	fig|1587.864.peg.782	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223) / UPF0213 protein YazA	bi	930	1833	fig|1587.866.peg.1833	98.54	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223) / UPF0213 protein YazA
1	783	258	fig|1587.864.peg.783	SSU ribosomal protein S2p (SAe)	bi	930	1834	fig|1587.866.peg.1834	99.22	SSU ribosomal protein S2p (SAe)
1	784	342	fig|1587.864.peg.784	Translation elongation factor Ts	bi	930	1835	fig|1587.866.peg.1835	98.53	Translation elongation factor Ts
1	785	242	fig|1587.864.peg.785	Uridylate kinase (EC 2.7.4.22)	bi	930	1836	fig|1587.866.peg.1836	100	Uridylate kinase (EC 2.7.4.22)
1	786	186	fig|1587.864.peg.786	Ribosome recycling factor	bi	930	1837	fig|1587.866.peg.1837	99.46	Ribosome recycling factor
1	787	245	fig|1587.864.peg.787	Undecaprenyl diphosphate synthase (EC 2.5.1.31)	bi	930	1838	fig|1587.866.peg.1838	100	Undecaprenyl diphosphate synthase (EC 2.5.1.31)
1	788	272	fig|1587.864.peg.788	Phosphatidate cytidylyltransferase (EC 2.7.7.41)	bi	930	1839	fig|1587.866.peg.1839	99.63	Phosphatidate cytidylyltransferase (EC 2.7.7.41)
1	789	419	fig|1587.864.peg.789	Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage	bi	930	1840	fig|1587.866.peg.1840	99.52	Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage
1	790	566	fig|1587.864.peg.790	Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type	bi	930	1841	fig|1587.866.peg.1841	99.29	Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type
1	791	1437	fig|1587.864.peg.791	DNA polymerase III polC-type (EC 2.7.7.7)	bi	930	1842	fig|1587.866.peg.1842	99.51	DNA polymerase III polC-type (EC 2.7.7.7)
1	792	159	fig|1587.864.peg.792	Bacterial ribosome SSU maturation protein RimP	bi	930	1843	fig|1587.866.peg.1843	97.47	Bacterial ribosome SSU maturation protein RimP
1	793	394	fig|1587.864.peg.793	Transcription termination protein NusA	bi	930	1844	fig|1587.866.peg.1844	99.49	Transcription termination protein NusA
1	794	99	fig|1587.864.peg.794	COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination	bi	930	1845	fig|1587.866.peg.1845	100	COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination
